intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Asher S.,114_s.j.res.11,114,sjres,Senate,S.J.Res. 11,A joint resolution disapproving the action of the District of Columbia Council in approving the Human Rights Amendment Act of 2014.,https://www.congress.gov/bill/114th-congress/senate-joint-resolution/11,train_neg,False,,113
Asher S.,119_s.3327,119,s,Senate,S. 3327,A bill to repeal the Human Rights Sanctuary Amendment Act of 2022.,https://www.congress.gov/bill/119th-congress/senate-bill/3327,test_119,False,,114
Asher S.,101_s.2759,101,s,Senate,S. 2759,"A bill to authorize appropriations for fiscal year 1991 for the Federal Maritime Commission, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2759,train_neg,False,,115
Asher S.,107_h.r.4562,107,hr,House,H.R. 4562,To suspend temporarily the duty on upholstery leather.,https://www.congress.gov/bill/107th-congress/house-bill/4562,train_neg,False,,116
Asher S.,119_h.r.1717,119,hr,House,H.R. 1717,"To direct the Federal Communications Commission to establish a council to make recommendations on ways to increase the security, reliability, and interoperability of communications networks, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1717,test_119,False,,117
Asher S.,119_h.r.4458,119,hr,House,H.R. 4458,To require the Secretary of State and the Secretary of Defense to develop a strategy in response to the global basing intentions of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/4458,test_119,False,,118
Asher S.,119_s.1339,119,s,Senate,S. 1339,A bill to require a determination and report relating to money laundering and violations of export controls and sanctions in Hong Kong.,https://www.congress.gov/bill/119th-congress/senate-bill/1339,test_119,False,,119
Asher S.,109_s.2317,109,s,Senate,S. 2317,"A bill to amend the Trade Act of 1974 to require the United States Trade Representative to identify trade enforcement priorities and to take action with respect to priority foreign country trade practices, and for other purposes.",https://www.congress.gov/bill/109th-congress/senate-bill/2317,gold,True,0,120
Asher S.,119_s.2046,119,s,Senate,S. 2046,"A bill to prohibit index funds from investing in Chinese companies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2046,test_119,False,,121
Asher S.,119_s.2861,119,s,Senate,S. 2861,A bill to direct the United States Trade Representative to prioritize North American alignment on foreign investment review during the next joint review conducted under the United States-Mexico-Canada Agreement.,https://www.congress.gov/bill/119th-congress/senate-bill/2861,test_119,False,,122
Asher S.,119_h.r.1834,119,hr,House,H.R. 1834,To advance policy priorities that will break the gridlock.,https://www.congress.gov/bill/119th-congress/house-bill/1834,test_119,False,,123
Asher S.,119_h.res.353,119,hres,House,H.Res. 353,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors.",https://www.congress.gov/bill/119th-congress/house-resolution/353,test_119,False,,124
Asher S.,102_h.r.3305,102,hr,House,H.R. 3305,"To suspend until January 1, 1995, the duty on Disperse Red 279.",https://www.congress.gov/bill/102nd-congress/house-bill/3305,train_neg,False,,125
Asher S.,119_h.r.694,119,hr,House,H.R. 694,"To suspend normal trade relations with the People's Republic of China and to increase the rates of duty applicable with respect to articles imported from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/694,test_119,False,,126
Asher S.,119_s.1407,119,s,Senate,S. 1407,"A bill to ban the use of Federal funds for the purchase of drugs manufactured in the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1407,test_119,False,,127
Asher S.,109_h.r.2537,109,hr,House,H.R. 2537,To extend the suspension of duty on certain organic pigments and dyes.,https://www.congress.gov/bill/109th-congress/house-bill/2537,train_neg,False,,128
Asher S.,119_h.r.2390,119,hr,House,H.R. 2390,"To amend title 46, United States Code, to clarify that port infrastructure development program funds may be used to replace Chinese port crane hardware or software, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2390,test_119,False,,129
Asher S.,119_s.j.res.49,119,sjres,Senate,S.J.Res. 49,A joint resolution terminating the national emergency declared to impose global tariffs.,https://www.congress.gov/bill/119th-congress/senate-joint-resolution/49,test_119,False,,130
Asher S.,119_h.r.407,119,hr,House,H.R. 407,To exclude the imposition of duties and import quotas from the authorities provided to the President under the International Emergency Economic Powers Act.,https://www.congress.gov/bill/119th-congress/house-bill/407,test_119,False,,131
Asher S.,102_h.r.1519,102,hr,House,H.R. 1519,To suspend temporarily the duty on octadecyl isocyanate.,https://www.congress.gov/bill/102nd-congress/house-bill/1519,train_neg,False,,132
Asher S.,119_s.49,119,s,Senate,S. 49,A bill to impose sanctions with respect to police departments in the People's Republic of China and other persons seeking to establish a Chinese police presence in the United States.,https://www.congress.gov/bill/119th-congress/senate-bill/49,test_119,False,,133
Asher S.,119_h.r.2349,119,hr,House,H.R. 2349,"To designate residents of the Xinjiang Uyghur Autonomous Region as Priority 2 refugees of special humanitarian concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2349,test_119,False,,134
Asher S.,119_h.r.6207,119,hr,House,H.R. 6207,"To prohibit purchases of certain semiconductor manufacturing equipment from foreign entities of concern or subsidiaries of foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6207,test_119,False,,135
Asher S.,102_s.2648,102,s,Senate,S. 2648,"A bill to suspend temporarily the duty on 3,7,11,15, tetramethyl-1-hexadecen-3-01.",https://www.congress.gov/bill/102nd-congress/senate-bill/2648,train_neg,False,,136
Asher S.,112_s.15,112,s,Senate,S. 15,"A bill to prohibit the regulation of carbon dioxide emissions in the United States until China, India, and Russia implement similar reductions.",https://www.congress.gov/bill/112th-congress/senate-bill/15,gold,True,1,137
Asher S.,119_h.r.3737,119,hr,House,H.R. 3737,"To address Chinese Communist Party efforts to censor the 1989 Tiananmen Square Massacre, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3737,test_119,False,,138
Asher S.,119_h.r.6781,119,hr,House,H.R. 6781,To amend the Internal Revenue Code of 1986 to increase the standard deduction for taxable years 2026 and 2027 by the tariff rebate amount.,https://www.congress.gov/bill/119th-congress/house-bill/6781,test_119,False,,139
Asher S.,119_s.3566,119,s,Senate,S. 3566,"A bill to withdraw normal trade relations treatment with respect to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3566,test_119,False,,140
Asher S.,119_s.776,119,s,Senate,S. 776,"A bill to provide the President with authority to enter into a comprehensive trade agreement with the United Kingdom, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/776,test_119,False,,141
Asher S.,119_h.r.4888,119,hr,House,H.R. 4888,"To amend the Foreign Assistance Act of 1961 to require a section on reproductive rights in the Annual Country Reports on Human Rights Practices, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4888,test_119,False,,142
Asher S.,118_s.2754,118,s,Senate,S. 2754,"A bill to require the Secretary of Health and Human Services to publish all information in the possession of the Department of Health and Human Services relating to the origin of COVID-19, and for other purposes.",https://www.congress.gov/bill/118th-congress/senate-bill/2754,gold,True,1,143
Asher S.,119_h.r.2147,119,hr,House,H.R. 2147,"To amend the Immigration and Nationality Act to prohibit the admission of Chinese nationals as nonimmigrant students, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2147,test_119,False,,144
Asher S.,119_s.3416,119,s,Senate,S. 3416,A bill to prohibit public comments from governments and individuals designated as foreign adversaries.,https://www.congress.gov/bill/119th-congress/senate-bill/3416,test_119,False,,145
Asher S.,119_h.r.4140,119,hr,House,H.R. 4140,"To provide protection, support, and humanitarian assistance to Rohingya refugees and internally displaced people in Burma as well as promote accountability and a path out of genocide and crimes against humanity for Rohingya.",https://www.congress.gov/bill/119th-congress/house-bill/4140,test_119,False,,146
Asher S.,109_s.3260,109,s,Senate,S. 3260,A bill to suspend temporarily the duty on plastic lamp-holder housings containing sockets.,https://www.congress.gov/bill/109th-congress/senate-bill/3260,train_neg,False,,147
Asher S.,119_s.974,119,s,Senate,S. 974,"A bill to direct the Secretary of the State to seek to enter into negotiations with the Taipei Economic and Cultural Representative Office to rename its office the ""Taiwan Representative Office"", and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/974,test_119,False,,148
Asher S.,111_h.res.705,111,hres,House,H.Res. 705,Condemning hard-labor prison camps in the Democratic People's Republic of Korea as an egregious violation of human rights.,https://www.congress.gov/bill/111th-congress/house-resolution/705,train_neg,False,,149
Asher S.,119_h.r.1111,119,hr,House,H.R. 1111,"To establish a Department of Peacebuilding, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1111,test_119,False,,150
Asher S.,119_h.r.5180,119,hr,House,H.R. 5180,To amend the National Defense Authorization Act for Fiscal Year 2000 to modify and extend the annual report on military and security developments involving the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/5180,test_119,False,,151
Asher S.,101_s.2581,101,s,Senate,S. 2581,"A bill to assist the East European countries to establish societies based on democratic institutions, a commitment to human rights, and free market principles.",https://www.congress.gov/bill/101st-congress/senate-bill/2581,train_neg,False,,152
